2019-11-13 11:57:38.4581 | Development | FATAL |  |  |  |  | Application startup exception
2019-11-13 12:42:18.2767 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:42:18.8752 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/  
2019-11-13 12:42:18.9961 | Development | INFO | ::1 | 0 | GET |  | Request finished in 121.2528ms 404 
2019-11-13 12:42:21.8627 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:42:21.9227 | Development | INFO | ::1 | 0 | GET |  | Request finished in 60.7883ms 200 text/html
2019-11-13 12:42:21.9335 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:42:21.9460 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:42:21.9460 | Development | INFO | ::1 | 0 | GET |  | Request finished in 14.4873ms 200 text/css
2019-11-13 12:42:22.0006 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:42:22.0162 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:42:22.0162 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:42:22.0229 | Development | INFO | ::1 | 0 | GET |  | Request finished in 5.979ms 200 image/png
2019-11-13 12:42:22.0924 | Development | INFO | ::1 | 0 | GET |  | Request finished in 91.7001ms 200 application/json;charset=utf-8
2019-11-13 12:43:06.8895 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:43:31.8095 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:43:33.8616 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:43:33.9715 | Development | INFO | ::1 | 0 | GET |  | Request finished in 110.3094ms 200 text/html; charset=utf-8
2019-11-13 12:43:33.9808 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:43:33.9955 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:43:33.9955 | Development | INFO | ::1 | 0 | GET |  | Request finished in 16.9299ms 200 text/css
2019-11-13 12:43:34.0512 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:43:34.0553 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:43:34.0553 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:43:34.0553 | Development | INFO | ::1 | 0 | GET |  | Request finished in 1.8206ms 200 image/png
2019-11-13 12:43:34.4185 | Development | INFO | ::1 | 0 | GET |  | Request finished in 367.3378ms 200 application/json; charset=utf-8
2019-11-13 12:44:43.7969 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:44:44.1072 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/  
2019-11-13 12:44:44.1765 | Development | INFO | ::1 | 0 | GET |  | Request finished in 70.376ms 404 
2019-11-13 12:44:55.8981 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:44:56.0056 | Development | INFO | ::1 | 0 | GET |  | Request finished in 107.0262ms 200 text/html; charset=utf-8
2019-11-13 12:44:56.0138 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:44:56.0419 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:44:56.0419 | Development | INFO | ::1 | 0 | GET |  | Request finished in 32.1317ms 200 text/css
2019-11-13 12:44:56.1018 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:44:56.1018 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:44:56.1018 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:44:56.1018 | Development | INFO | ::1 | 0 | GET |  | Request finished in 5.7614ms 200 image/png
2019-11-13 12:44:56.5263 | Development | INFO | ::1 | 0 | GET |  | Request finished in 424.8359ms 200 application/json; charset=utf-8
2019-11-13 12:45:42.7878 | Development | INFO | ::1 | 0 | POST |  | Request starting HTTP/2 POST https://localhost:5001/api/Authentication/test_Request application/json 41
2019-11-13 12:45:42.7878 | Development | INFO | ::1 | 0 | POST | RequestToken | CORS policy execution successful.
2019-11-13 12:45:42.7878 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:45:42.8233 | Development | INFO | ::1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:45:42.8576 | Development | INFO | ::1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 12:45:42.8778 | Development | DEBUG | ::1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoic3RyaW5nIiwiZXhwIjoxNTczNjY3NzQyLCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.fvnk6fOlHLhv3yCs7-HplpmAeEf9-Dp2RJt_4BbVQIY
2019-11-13 12:45:42.8820 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 12:45:42.8820 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 57.992ms
2019-11-13 12:45:42.8820 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:45:42.8990 | Development | INFO | ::1 | 0 | POST | RequestToken | Request finished in 111.9701ms 200 text/plain; charset=utf-8
2019-11-13 12:46:34.8413 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/api/Authentication/test_Token  
2019-11-13 12:46:34.8518 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | Authorization failed.
2019-11-13 12:46:34.8518 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | AuthenticationScheme: Bearer was challenged.
2019-11-13 12:46:34.8671 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | Request finished in 26.1071ms 401 
2019-11-13 12:48:12.9315 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 12:48:13.2266 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/  
2019-11-13 12:48:19.0145 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/index.html  
2019-11-13 12:48:19.0297 | Development | INFO | ::1 | 0 | GET |  | Request finished in 5803.9384ms 0 
2019-11-13 12:48:19.1406 | Development | INFO | ::1 | 0 | GET |  | Request finished in 128.9573ms 200 text/html; charset=utf-8
2019-11-13 12:48:19.1491 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/swagger-ui.css  
2019-11-13 12:48:19.1747 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/swagger-ui.css'. Physical path: 'N/A'
2019-11-13 12:48:19.1747 | Development | INFO | ::1 | 0 | GET |  | Request finished in 29.6082ms 200 text/css
2019-11-13 12:48:19.3197 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/v1/swagger.json  
2019-11-13 12:48:19.3197 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/swagger/favicon-32x32.png  
2019-11-13 12:48:19.3197 | Development | INFO | ::1 | 0 | GET |  | Sending file. Request path: '/favicon-32x32.png'. Physical path: 'N/A'
2019-11-13 12:48:19.3197 | Development | INFO | ::1 | 0 | GET |  | Request finished in 4.349ms 200 image/png
2019-11-13 12:48:19.7294 | Development | INFO | ::1 | 0 | GET |  | Request finished in 409.7835ms 200 application/json; charset=utf-8
2019-11-13 12:48:24.5391 | Development | INFO | ::1 | 0 | POST |  | Request starting HTTP/2 POST https://localhost:5001/api/Authentication/test_Request application/json 41
2019-11-13 12:48:24.5391 | Development | INFO | ::1 | 0 | POST | RequestToken | CORS policy execution successful.
2019-11-13 12:48:24.5391 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:48:24.5732 | Development | INFO | ::1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:48:41.5266 | Development | INFO | ::1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 12:48:51.0246 | Development | DEBUG | ::1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoic3RyaW5nIiwiZXhwIjoxNTczNjY3OTIzLCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.hqFi2OKFGilHqdP5x3FoXHAkgNSt-KPlePzmddANRwk
2019-11-13 12:48:56.8055 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 12:48:56.8244 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 32238.0285ms
2019-11-13 12:48:56.8244 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:48:56.8244 | Development | INFO | ::1 | 0 | POST | RequestToken | Request finished in 32293.2959ms 200 text/plain; charset=utf-8
2019-11-13 12:49:15.5938 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/api/Authentication/test_Token  
2019-11-13 12:49:15.6008 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | Authorization failed.
2019-11-13 12:49:15.6008 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | AuthenticationScheme: Bearer was challenged.
2019-11-13 12:49:15.6008 | Development | INFO | ::1 | 0 | GET | PruebaAuthorization | Request finished in 22.3364ms 401 
2019-11-13 12:54:39.3082 | Development | INFO | ::1 | 0 | POST |  | Request starting HTTP/2 POST https://localhost:5001/api/Authentication/test_Request application/json 41
2019-11-13 12:54:39.3082 | Development | INFO | ::1 | 0 | POST | RequestToken | CORS policy execution successful.
2019-11-13 12:54:39.3203 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:54:39.3203 | Development | INFO | ::1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:54:45.7732 | Development | INFO | ::1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 12:54:45.7732 | Development | DEBUG | ::1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoic3RyaW5nIiwiZXhwIjoxNTczNjY4Mjg1LCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.ux-294CT9YBMZYh7pCvHJXlOLk5qSh_EyWcwXrunw0o
2019-11-13 12:54:46.3967 | Development | INFO | ::1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 12:54:46.4005 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 7072.5264ms
2019-11-13 12:54:46.4005 | Development | INFO | ::1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:54:46.4005 | Development | INFO | ::1 | 0 | POST | RequestToken | Request finished in 7100.2374ms 200 text/plain; charset=utf-8
2019-11-13 12:59:22.0362 | Development | INFO | 127.0.0.1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/api/Authentication/test_Request  
2019-11-13 12:59:22.0392 | Development | INFO | 127.0.0.1 | 0 | GET |  | Executing endpoint '405 HTTP Method Not Supported'
2019-11-13 12:59:22.0392 | Development | INFO | 127.0.0.1 | 0 | GET |  | Executed endpoint '405 HTTP Method Not Supported'
2019-11-13 12:59:22.0392 | Development | INFO | 127.0.0.1 | 0 | GET |  | Request finished in 9.9595ms 405 
2019-11-13 12:59:34.4542 | Development | INFO | 127.0.0.1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/api/Authentication/test_Request  
2019-11-13 12:59:34.4542 | Development | INFO | 127.0.0.1 | 0 | GET |  | Executing endpoint '405 HTTP Method Not Supported'
2019-11-13 12:59:34.4607 | Development | INFO | 127.0.0.1 | 0 | GET |  | Executed endpoint '405 HTTP Method Not Supported'
2019-11-13 12:59:34.4607 | Development | INFO | 127.0.0.1 | 0 | GET |  | Request finished in 9.6893ms 405 
2019-11-13 12:59:56.0054 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request  0
2019-11-13 12:59:56.0087 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:59:56.0087 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 12:59:59.5153 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'Microsoft.AspNetCore.Mvc.ProblemDetails'.
2019-11-13 12:59:59.5153 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 3507.8047ms
2019-11-13 12:59:59.5251 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 12:59:59.5251 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Request finished in 3522.1957ms 415 application/problem+json; charset=utf-8
2019-11-13 13:00:34.2758 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request application/json 49
2019-11-13 13:00:34.2758 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:00:34.2758 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 13:00:36.8378 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 13:00:36.8378 | Development | DEBUG | 127.0.0.1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoiYXNkIiwiZXhwIjoxNTczNjY4NjM2LCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.dcbJQ7DHQ8_3odpuN2k4UcyCimyq08HelxNmuf1lyO0
2019-11-13 13:00:37.4576 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 13:00:37.4610 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 3171.8211ms
2019-11-13 13:00:37.4610 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:00:37.4610 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Request finished in 3190.1008ms 200 text/plain; charset=utf-8
2019-11-13 13:00:48.2430 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Token application/json 0
2019-11-13 13:00:48.2942 | Development | INFO | 127.0.0.1 | 0 | POST |  | Failed to validate the token.
2019-11-13 13:00:48.2942 | Development | INFO | 127.0.0.1 | 0 | POST |  | Bearer was not authenticated. Failure message: IDX10503: Signature validation failed. Keys tried: '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
Exceptions caught:
 '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
token: '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
2019-11-13 13:00:48.2942 | Development | INFO | 127.0.0.1 | 0 | POST |  | Executing endpoint '405 HTTP Method Not Supported'
2019-11-13 13:00:48.2942 | Development | INFO | 127.0.0.1 | 0 | POST |  | Executed endpoint '405 HTTP Method Not Supported'
2019-11-13 13:00:48.3046 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request finished in 62.4276ms 405 
2019-11-13 13:00:55.8966 | Development | INFO | 127.0.0.1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/api/Authentication/test_Token application/json 
2019-11-13 13:00:55.9011 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Failed to validate the token.
2019-11-13 13:00:55.9011 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Bearer was not authenticated. Failure message: IDX10503: Signature validation failed. Keys tried: '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
Exceptions caught:
 '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
token: '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
2019-11-13 13:00:55.9011 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Authorization failed.
2019-11-13 13:00:55.9011 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | AuthenticationScheme: Bearer was challenged.
2019-11-13 13:00:55.9141 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Request finished in 17.9144ms 401 
2019-11-13 13:03:13.2662 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/request application/json 58
2019-11-13 13:03:13.2662 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request finished in 3.457ms 404 
2019-11-13 13:03:21.9887 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request application/json 49
2019-11-13 13:03:21.9922 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:03:21.9922 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 13:03:26.9214 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 13:03:26.9214 | Development | DEBUG | 127.0.0.1 | 0 | POST | RequestToken | token: eyJhbGciOiJIUzI1NiIsInR5cCI6IkpXVCJ9.eyJodHRwOi8vc2NoZW1hcy54bWxzb2FwLm9yZy93cy8yMDA1LzA1L2lkZW50aXR5L2NsYWltcy9uYW1lIjoiYXNkIiwiZXhwIjoxNTczNjY4ODA2LCJpc3MiOiJhdXRvZmluYW5jaWVyYS5jb20uY28iLCJhdWQiOiJBdXRvQXVkaWVuY2UifQ.FDtsOSEVuLp7hCt1cD81QZOSJbBRQHCILBGGswX2O9I
2019-11-13 13:03:26.9214 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing ObjectResult, writing value of type 'System.String'.
2019-11-13 13:03:26.9307 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 4930.4297ms
2019-11-13 13:03:26.9307 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:03:26.9307 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Request finished in 4947.2805ms 200 text/plain; charset=utf-8
2019-11-13 13:03:35.2670 | Development | INFO | 127.0.0.1 | 0 | GET |  | Request starting HTTP/1.1 GET https://localhost:5001/api/Authentication/test_Token application/json 
2019-11-13 13:03:35.2670 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Failed to validate the token.
2019-11-13 13:03:35.2736 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Bearer was not authenticated. Failure message: IDX10503: Signature validation failed. Keys tried: '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
Exceptions caught:
 '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
token: '[PII is hidden. For more details, see https://aka.ms/IdentityModel/PII.]'.
2019-11-13 13:03:35.2736 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Authorization failed.
2019-11-13 13:03:35.2736 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | AuthenticationScheme: Bearer was challenged.
2019-11-13 13:03:35.2736 | Development | INFO | 127.0.0.1 | 0 | GET | PruebaAuthorization | Request finished in 16.8445ms 401 
2019-11-13 13:05:00.6889 | Development | INFO |  |  |  |  | User profile is available. Using 'C:\Users\luhero04\AppData\Local\ASP.NET\DataProtection-Keys' as key repository and Windows DPAPI to encrypt keys at rest.
2019-11-13 13:05:00.9924 | Development | INFO | ::1 | 0 | GET |  | Request starting HTTP/2 GET https://localhost:5001/  
2019-11-13 13:05:21.0091 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request application/json 49
2019-11-13 13:05:21.0091 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request application/json 49
2019-11-13 13:05:21.0279 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:05:21.0279 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:05:21.0279 | Development | INFO | ::1 | 0 | GET |  | Request finished in 20038.3769ms 0 
2019-11-13 13:05:21.0574 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 13:05:21.0574 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Route matched with {action = "RequestToken", controller = "Authentication"}. Executing controller action with signature Microsoft.AspNetCore.Mvc.IActionResult RequestToken(API_Base.Core.Models.TokenRequest) on controller API_Base.Controllers.AuthenticationController (API_Base).
2019-11-13 13:05:21.0951 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 13:05:21.0951 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | ModelState valid
2019-11-13 13:05:24.4173 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 3343.0185ms
2019-11-13 13:05:24.4173 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed action API_Base.Controllers.AuthenticationController.RequestToken (API_Base) in 3342.7168ms
2019-11-13 13:05:24.4173 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:05:24.4173 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executed endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
2019-11-13 13:05:24.4606 | Development | ERROR | 127.0.0.1 | 0 | POST | RequestToken | Connection id "0HLR8CG06H519", Request id "0HLR8CG06H519:00000001": An unhandled exception was thrown by the application.
2019-11-13 13:05:24.4606 | Development | ERROR | 127.0.0.1 | 0 | POST | RequestToken | Connection id "0HLR8CG06H51A", Request id "0HLR8CG06H51A:00000001": An unhandled exception was thrown by the application.
2019-11-13 13:05:24.4606 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Request finished in 3454.9954ms 500 
2019-11-13 13:05:24.4606 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Request finished in 3454.9983ms 500 
2019-11-13 13:05:34.5510 | Development | INFO | 127.0.0.1 | 0 | POST |  | Request starting HTTP/1.1 POST https://localhost:5001/api/Authentication/test_Request application/json 49
2019-11-13 13:05:34.5579 | Development | INFO | 127.0.0.1 | 0 | POST | RequestToken | Executing endpoint 'API_Base.Controllers.AuthenticationController.RequestToken (API_Base)'
